OrgId,OrgName
17057,TEHSIL(O/o NAIB TEHSILDAR)AMARKANTAK-PUSHPRAJGARH-ANUPPUR
17058,TEHSIL(O/o NAIB TEHSILDAR)BIJURI-KOTMA-ANUPPUR
16641,TEHSIL(O/o NAIB TEHSILDAR)DAMHEDI-PUSHPRAJGARH-ANUPPUR
17059,TEHSIL(O/o NAIB TEHSILDAR)FUNGA-ANUPPUR-ANUPPUR
17464,TEHSIL(O/o NAIB TEHSILDAR)PASAN-ANUPPUR-ANUPPUR
14985,TEHSIL(O/o SUB DIVISIONAL MAGISTRATE)ANUPPUR
14982,TEHSIL(O/o SUB DIVISIONAL MAGISTRATE)JAITHARI-ANUPPUR
14983,TEHSIL(O/o SUB DIVISIONAL MAGISTRATE)KOTMA-ANUPPUR
14984,TEHSIL(O/o SUB DIVISIONAL MAGISTRATE)PUSHPRAJGARH-ANUPPUR
14681,ANR(LAND ACQUISITION)COLL
14686,ANR(O/o AGRICULTURE)COLL
14473,ANR(O/o ANIMAL HUSBANDRY)COLL
14874,ANR(O/o BACKWARD CLASS AND MINORITY WELFARE)COLL
14472,ANR(O/o CHIEF MEDICAL HEALTH OFFICE)COLL
14940,ANR(O/o CIVIL SURGEON)COLL
15121,ANR(O/o DISTRICT COTTAGE AND RURAL INDUSTRY)COLL
14486,ANR(O/o DISTRICT EDUCATION OFFICE)COLL
14464,ANR(O/o DISTRICT e-GOVERNANCE SOCIETY)COLL
14460,ANR(O/o DISTRICT PENSION OFFICE)COLL
17512,ANR(O/o DISTRICT PROSECUTION OFFICE)COLL
14582,ANR(O/o DISTRICT SPORTS AND YOUTH WELFARE)COLL
14944,ANR(O/o DUDA)COLL
14687,ANR(O/o EXCISE)COLL
14689,ANR(O/o FISHERIES)COLL
14469,ANR(O/o FOOD)COLL
17699,ANR(O/o GOVERNMENT POLYTECHNIC COLLEGE)COLL
14635,ANR(O/o HORTICULTURE)COLL
14584,ANR(O/o IGRS)COLL
14485,ANR(O/o INDUSTRIES)COLL
14581,ANR(O/o LABOUR)COLL
14871,ANR(O/o MINERAL RESOURCES DEPARTMENT)COLL
16548,ANR(O/o MP STATE CIVIL SUPPLIES CORPORATION)COLL
14886,ANR(O/o PANCHAYAT & RURAL DEVELOPMENT)COLL
13331,ANR(O/o PLANNING ECONOMICS AND STATISTICS)COLL
15411,ANR(O/o PUBLIC HEALTH ENGINEERING)COLL
14484,ANR(O/o PUBLIC WORK DEPARTMENT)COLL
14690,ANR(O/o REGISTRAR COOPERATIVE SOCIETIES)COLL
15482,ANR(O/o RURAL ENGINEERING SERVICE)COLL
14688,ANR(O/o SOCIAL JUSTICE AND DISABLED PERSONS WELFARE)COLL
14885,ANR(O/o TRANSPORT)COLL
14636,ANR(O/o TRIBAL)COLL
14945,ANR(O/o URBAN ADMINISTRATION AND DEVELOPMENT)COLL
14583,ANR(O/o WATER RESOURCE DEPARTMENT)COLL
14483,ANR(O/o WOMAN CHILD DEVELOPMENT)COLL
14872,ANR(O/o ZILA PANCHAYAT)COLL
14873,ANR(O/o ZILA SIKSHA KENDRA)COLL
14680,ANR(RELIEF SECTION)COLL
6140,ASHOKNAGAR(ARMS)COLL
6575,ASHOKNAGAR(CENTRAL REGISTRATION UNIT)COLL
6137,ASHOKNAGAR(COMPLAINT)COLL
6568,ASHOKNAGAR(COURT)COLL
6135,ASHOKNAGAR(ESTABLISHMENT)COLL
6136,ASHOKNAGAR(FINANCE)COLL
6571,ASHOKNAGAR(LOCAL ELECTION)COLL
6564,ASHOKNAGAR(NAKAL)COLL
6129,ASHOKNAGAR(O/o ADDITIONAL DISTRICT MAGISTRATE)COLL
8497,ASHOKNAGAR(O/o AYUSH)COLL
6128,ASHOKNAGAR(O/o COLLECTOR)COLL
6130,ASHOKNAGAR(O/o DEPUTY COLLECTOR)COLL
6562,ASHOKNAGAR(O/o JOINT COLLECTOR)COLL
7290,ASHOKNAGAR(O/o NIC OFFICE)COLL
6134,ASHOKNAGAR(O/o OFFICE SUPRITENDENT)COLL
7367,ASHOKNAGAR(O/o PUBLIC SERVICE MANAGEMENT)COLL
7072,ASHOKNAGAR(O/o SUPERINTENDENT LAND RECORDS)COLL
7268,ASHOKNAGAR(O/o TREASURIES AND ACCOUNTS)COLL
6139,ASHOKNAGAR(REVENUE)COLL
6138,ASHOKNAGAR(SENIOR CLERK SECTION)COLL
7272,DTA (Section-1)
7075,SLR(Section-1)
7624,TEHSIL(O/o NAIB TEHSILDAR)BAHADURPUR-ASHOKNAGAR
7614,TEHSIL(O/o SDM)MUNGAOLI-ASHOKNAGAR
7607,TEHSIL(O/o TEHSILDAR)ISAGARH-ASHOKNAGAR
7610,TEHSIL(WASIL BAQI NAWIS)ISAGARH-ASHOKNAGAR
7618,TEHSIL(WASIL BAQI NAWIS)MUNGAOLI-ASHOKNAGAR
467,Aviation(Section 1)
15351,MPAUSMN(ESTABLISMENT)
15356,MPAUSMN(PURCHASE)
1839,AYUSH-O/o Additional Secretary
253,AYUSH-O/o Deputy Secretary
431,AYUSH-O/o Minister
254,AYUSH-O/o Principle Secretary
220,AYUSH-(Section-1)
221,AYUSH-Section-2
1101,Administration
15394,AYU.BHT(BHOPAL-1)
15323,AYU.BHT(GWALIOR DIVISION)
15325,AYU.BHT(INDORE DIVISION)
15324,AYU.BHT(JABALPUR DIVISION)
9132,Ayushman Bharat digital Mission
8750,ESTABLISHMENT
1102,Finance
1104,Information Technology
8749,LEGAL
1103,Operations
1105,Store
12505,MPBCC (Accounts)
12502,MPBCC (Complaints)
12500,MPBCC (Establishment)
12504,MPBCC (Information Technology)
12503,MPBCC (Research)
12510,MPBCC (Right To Information)
12506,MPBCC (Store)
13359,BCMFDC (Accounts)
13354,BCMFDC (Establishment)
13349,BCMFDC (O/o Managing Director)
13356,BCMFDC (Right to Information)
441,O/o Minister
243,O/o Secretary
123,Section-1
124,Section-2
12535,MPBCWC (Establishment)
11300,BGT(ARMS SECTION)COLL
11696,BGT (CM Discretionary Grant Section)COLL
11296,BGT(COMPLAINT SECTION)COLL
11295,BGT(COURT SECTION)COLL
11305,BGT(Departmental Enquiry Section)COLL
11299,BGT(ELECTION SECTION)COLL
11277,BGT(ESTABLISHMENT SECTION)COLL
11307,BGT(Jan Sunwai Section)COLL
11309,BGT(Land Acquisition Section)COLL
11306,BGT(Local Election Section)COLL
11279,BGT(NAZARAT SECTION)COLL
11293,BGT(NAZUL SECTION)COLL
11272,BGT(O/o ADDITIONAL COLLECTOR)COLL
11340,BGT(O/o AGRICULTURE)COLL
11347,BGT(O/o ANIMAL HUSBANDRY)COLL
8394,BGT(O/o AYUSH)COLL
11346,BGT(O/o BACKWARD CLASS AND MINORITY WELFARE)COLL
11646,BGT(O/o CHIEF MEDICAL HEALTH OFFICE)COLL
9945,BGT(O/o COLLECTOR)COLL
15822,BGT(O/oDEPARTMENT OF PUBLIC PROSECUTION)COLL
17450,BGT(O/oDistrict Antyavasayi)COLL
11338,BGT(O/o DISTRICT EDUCATION OFFICE)COLL
11370,BGT(O/o DISTRICT e-GOVERNANCE SOCIETY)COLL
15481,BGT(O/o DISTRICT INSTITUTE EDUCATION AND TRAINING)COLL
11353,BGT(O/oDISTRICT REGISTRAR OFFICE)COLL
11371,BGT(O/o EMPLOYMENT)COLL
11349,BGT(O/o EXCISE)COLL
11343,BGT(O/o FISHERIES)COLL
11647,BGT(O/o FOOD)COLL
15489,BGT(O/o HANDLOOM)COLL
11345,BGT(O/o HORTICULTURE)COLL
15019,BGT(O/o HOUSING BOARD)
14044,BGT(O/o INDUSTRIAL TRAINING INSTITUTE)COLL
11342,BGT(O/o INDUSTRIES)COLL
16531,BGT(O/o Institutional Finance Department)COLL
17427,BGT(O/oJANPAD PANCHAYAT BAIHAR)COLL
17424,BGT(O/oJANPAD PANCHAYAT BALAGHAT)COLL
17428,BGT(O/oJANPAD PANCHAYAT BIRSA)COLL
17425,BGT(O/oJANPAD PANCHAYAT KATANGI)COLL
17430,BGT(O/oJANPAD PANCHAYAT KIRNAPUR)COLL
17433,BGT(O/oJANPAD PANCHAYAT LALBARA)COLL
17429,BGT(O/oJANPAD PANCHAYAT LANJI)COLL
17432,BGT(O/oJANPAD PANCHAYAT PARASWADA)COLL
11273,BGT(O/o JOINT COLLECTOR)COLL
11344,BGT(O/o LABOUR)COLL
15752,BGT(O/oMADHYA PRADESH RURAL ROAD DEVELOPMENT AUTHORITY)COLL
11645,BGT(O/o MINING DEPARTMENT)COLL
13929,BGT(O/o MP STATE AGRO INDUSTRIES DEVELOPMENT CORP)COLL
11365,BGT(O/o NIC OFFICE)COLL
11275,BGT(O/o OFFICE SUPERINTENDENT)COLL
11642,BGT(O/o PENSION)COLL
11337,BGT(O/o PLANNING ECONOMICS AND STATISTICS)COLL
15018,BGT(O/oPOLYTECHNIC COLLEGE)COLL
11366,BGT(O/o PUBLIC HEALTH ENGINEERING)COLL
11374,BGT(O/o PUBLIC RELATION)COLL
11350,BGT(O/o PUBLIC SERVICE MANAGEMENT)COLL
11341,BGT(O/o PUBLIC WORKS DEPARTMENT)COLL
11351,BGT(O/o REGISTRAR COOPERATIVE SOCIETIES)COLL
15753,BGT(O/o RURAL ENGINEERING SERVICES)COLL
11643,BGT(O/o SERICULTURE)COLL
11348,BGT(O/o SOCIAL JUSTICE AND DISABLED PERSONS WELFARE)COLL
11644,BGT(O/o SPORTS)COLL
12015,BGT(O/o STATE RURAL LIVELIHOOD MISSION)COLL
10804,BGT(O/o SUB DIVISIONAL MAGISTRATE BALAGHAT)COLL
15234,BGT(O/o SUB DIVISIONAL MAGISTRATE KATANGI)COLL
15230,BGT(O/o SUB DIVISIONAL MAGISTRATE LANJI)COLL
11375,BGT(O/oSUPERINTENDENT LAND RECORD)COLL
11367,BGT(O/o TRANSPORT)COLL
11336,BGT(O/o TRIBAL)COLL
11369,BGT(O/o URBAN ADMINISTRATION DEVELOPMENT)COLL
12016,BGT(O/o WATER RESOURCES DEPARTMENT)COLL
11352,BGT(O/o WOMAN CHILD DEVELOPMENT)COLL
11335,BGT(O/o ZILA PANCHAYAT)COLL
11339,BGT(O/o ZILA SIKSHA KENDRA)COLL
11297,BGT(PROTOCOL SECTION)COLL
11333,BGT(Public Grievance Section)COLL
11301,BGT(RECORD ROOM SECTION)COLL
11378,BGT(Relief Section)COLL
11298,BGT(RTI SECTION)COLL
11304,BGT(SENIOR CLERK SECTION)COLL
11695,BGT(Statistical Work Section)COLL
11302,BGT(STORE SECTION)COLL
13849,BARWANI(DISTRICT e-GOVERNANCE SOCIETY)COLL
8863,BARWANI(O/o COLLECTOR)COLL
17003,BARWANI(O/o GOVT. POYTECHNIC COLLEGE BARWANI)COLL
17004,BARWANI(O/o GOVT. POYTECHNIC COLLEGE SENDHWA)COLL
17008,BARWANI(O/o NATIONAL RURAL LIVELIHOOD MISSION)COLL
17018,BARWANI(O/o SDM RAJPUR)COLL
13466,BRW(ARMS)COLL
13461,BRW(COMPLAINT)COLL
13460,BRW(COURT)COLL
13476,BRW(DHARMASWA)COLL
13454,BRW(ESTABLISHMENT)COLL
13457,BRW(NAZARAT)COLL
13499,BRW(O/o ANIMAL HUSBANDRY)COLL
13510,BRW(O/o AYUSH)COLL
13486,BRW(O/o DISTRICT EDUCATION OFFICE)COLL
13488,BRW(O/o DISTRICT INSTITUTE EDUCATION AND TRAINING)COLL
13508,BRW(O/o DISTRICT REGISTRAR)COLL
13502,BRW(O/o DISTRICT SKILL DEVELOPMENT)COLL
13503,BRW(O/o EXCISE)COLL
13494,BRW(O/o FISHERIES)COLL
13481,BRW(O/o FOOD)COLL
13497,BRW(O/o HORTICULTURE)COLL
13493,BRW(O/o INDUSTRIES)COLL
13496,BRW(O/o LABOUR)COLL
13515,BRW(O/o MINERAL RESOURCES DEPARTMENT)COLL
13517,BRW(O/o NIC OFFICE)COLL
13459,BRW(O/o OFFICE SUPRITENDENT)COLL
13484,BRW(O/o PLANNING ECONOMICS AND STATISTICS)COLL
13504,BRW(O/o PUBLIC SERVICE MANAGEMENT)COLL
13492,BRW(O/o PUBLIC WORKS DEPARTMENT)COLL
13500,BRW(O/o SOCIAL JUSTICE AND DISABLED PERSONS WELFARE)COLL
13480,BRW(O/o SUPERINTENDENT LAND RECORD)COLL
13483,BRW(O/o TRIBAL)COLL
13505,BRW(O/o WATER RESOURCES DEPARTMENT)COLL
13507,BRW(O/o WOMAN CHILD DEVELOPMENT)COLL
13482,BRW(O/o ZILA PANCHAYAT)COLL
13487,BRW(O/o ZILA SIKSHA KENDRA)COLL
13472,BRW(RELIEF)COLL
13469,BRW(SENIOR CLERK)COLL
13479,BRW(STATISTICAL WRITER)COLL
13475,BRW(VIDHAN SABHA)COLL
8121,ARMS SECTION
8106,AWAK-JAWAK SECTION
8224,BETUL(O/o AYUSH)COLL
8236,BETUL(O/o CHIEF MEDICAL HEALTH OFFICE)COLL
8100,BETUL(O/o COLLECTOR)COLL
8494,BETUL(O/o DISTRICT EDUCATION OFFICE)COLL
8188,BETUL(O/o DISTRICT E-GOVERNANCE SOCIETY)COLL
8169,BETUL(O/o DISTRICT PENSION OFFICE)COLL
8740,BETUL(O/o DISTRICT REGISTRAR COOPERATIVE SOCIETIES)COLL
8218,BETUL(O/o FOOD)COLL
8401,BETUL(O/o LABOUR)COLL
8463,BETUL(O/o MICRO SMALL AND MEDIUM ENTERPRISES)COLL
8187,BETUL(O/o NIC OFFICE)COLL
8181,BETUL(O/o PUBLIC SERVICE MANAGEMENT)COLL
8679,BETUL(O/o PUBLIC WORK)COLL
8441,BETUL(O/o REGISTRATION AND STAMPS)COLL
8532,BETUL(O/o SOCIAL JUSTICE AND DISABLED PERSONS WELFARE)COLL
15973,BETUL(O/o SUB DIVISIONAL MAGISTRATE)AMLA-BETUL
15970,BETUL(O/o SUB DIVISIONAL MAGISTRATE)BETUL-BETUL
15972,BETUL(O/o SUB DIVISIONAL MAGISTRATE)BHAINSDEHI-BETUL
15971,BETUL(O/o SUB DIVISIONAL MAGISTRATE)MULTAI-BETUL
15974,BETUL(O/o SUB DIVISIONAL MAGISTRATE)SHAHPUR-BETUL
8175,BETUL(O/o SUPERINTENDENT LAND RECORDS)COLL
8130,BETUL(O/o TREASURIES AND ACCOUNTS)COLL
8400,BETUL(O/o TRIBAL WELFARE DEPARTMENT)COLL
8438,BETUL(O/o ZILA PANCHAYAT)COLL
14870,BTL(GENERAL ELECTION SECTION)COLL
17606,BTL(LAND ACQUISITION)COLL
8109,BTL(O/o ADDITIONAL COLLECTOR)COLL
8111,BTL(O/o ADDITIONAL DISTRICT MAGISTRATE)
11731,BTL(O/o AGRICULTURE)COLL
15583,BTL(O/o AGRICULTURE ENGINEERING OFFICE)COLL
11541,BTL(O/o ANIMAL HUSBANDRY)COLL
8733,BTL(O/o BACKWARD CLASS AND MINORITY WELFARE)COLL
15948,BTL(O/oCIVIL SURGEON)COLL
8112,BTL(O/o DEPUTY COLLECTOR)COLL
18583,BTL(O/o DISTRICT ANTYAVASAYI OFFICE)COLL
11984,BTL(O/oDISTRICT EMPLOYMENT OFFICE)COLL
16263,BTL(O/o DISTRICT INSTITUTE EDUCATION AND TRAINING)COLL
16262,BTL(O/o DISTRICT SAINIK WELFARE OFFICE)COLL
11497,BTL(O/o DISTRICT URBAN DEVELOPMENT AGE)COLL
16511,BTL(O/oDIVISIONAL FOREST OFFICE NORTH)COLL
16510,BTL(O/oDIVISIONAL FOREST OFFICE SOUTH)COLL
16512,BTL(O/oDIVISIONAL FOREST OFFICE WEST)COLL
14649,BTL(O/o EXCISE)COLL
14650,BTL(O/o FISHERIES)COLL
17359,BTL(O/o GOVT INDUSTRIAL TRAINING INSTITUTE BETUL)COLL
17361,BTL(O/o GOVT INDUSTRIAL TRAINING INSTITUTE SHAHPUR)COLL
15887,BTL(O/o GOVT POLYTECHNIC COLLEGE)COLL
11732,BTL(O/o HORTICULTURE)COLL
16524,BTL(O/oJANPAD PANCHAYAT AMLA )COLL
16530,BTL(O/oJANPAD PANCHAYAT ATHNER )COLL
16521,BTL(O/oJANPAD PANCHAYAT BETUL)COLL
16529,BTL(O/oJANPAD PANCHAYAT BHAINSDEHI)COLL
16528,BTL(O/oJANPAD PANCHAYAT BHIMPUR )COLL
16527,BTL(O/oJANPAD PANCHAYAT CHICHOLI )COLL
16526,BTL(O/oJANPAD PANCHAYAT GHODADONGRI )COLL
16522,BTL(O/oJANPAD PANCHAYAT MULTAI)COLL
16525,BTL(O/oJANPAD PANCHAYAT PRABHAT PATTAN )COLL
16523,BTL(O/oJANPAD PANCHAYAT SHAHPUR )COLL
8108,BTL(O/o JOINT COLLECTOR)COLL
12671,BTL(O/oKHADI AND VILLAGE INDUSTRIES BOARD)COLL
14651,BTL(O/o MINERAL RESOURCES DEPARTMENT)COLL
11542,BTL(O/o PLANNING ECONOMICS AND STATISTICS)COLL
13566,BTL(O/oPRD)COLL
14809,BTL(O/o PUBLIC HEALTH ENGINEERING)COLL
15959,BTL(O/o PUBLIC PROSECUTION OFFICE)COLL
14808,BTL(O/o PUBLIC RELATIONS OFFICE)COLL
