DepartmentId,DepartmentName,OrgId,OrgName
9711,7TH BATALION SAF BHOPAL,9739,7BN(PIONEER)SAF BHOPAL
9711,7TH BATALION SAF BHOPAL,9725,7BN(Police Hospital)SAF BHOPAL
9711,7TH BATALION SAF BHOPAL,9724,7BN(Protima Mallick Woman Hospital)SAF BHOPAL
9711,7TH BATALION SAF BHOPAL,9745,7BN(PTS ARMS)SAF BHOPAL
9711,7TH BATALION SAF BHOPAL,9746,7BN(PTS BAND)SAF BHOPAL
9711,7TH BATALION SAF BHOPAL,9734,7BN(QUARTER MASTER)SAF BHOPAL
9711,7TH BATALION SAF BHOPAL,9733,7BN(SPORTS)SAF BHOPAL
9711,7TH BATALION SAF BHOPAL,9743,7BN(Subedar Major)SAF BHOPAL
9711,7TH BATALION SAF BHOPAL,9742,7BN(Super Bazar)SAF BHOPAL
9711,7TH BATALION SAF BHOPAL,9749,7BN(Vishram Bhawan)SAF BHOPAL
10806,ADMISSION AND FEE REGULATORY COMMITTEE,10805,AFRC(O/oChairman)
10806,ADMISSION AND FEE REGULATORY COMMITTEE,10807,AFRC(O/oOSD)
10806,ADMISSION AND FEE REGULATORY COMMITTEE,10808,AFRC(Section-1)
10806,ADMISSION AND FEE REGULATORY COMMITTEE,10809,AFRC(Section-2)
13662,ADVOCATE GENERAL OFFICE,13651,AG(ACCOUNT SECTION)
13662,ADVOCATE GENERAL OFFICE,13664,AG(IT SECTION)
9928,AGAR-MALWA COLLECTORATE,15318,AGM (ALPBACHAT) COLL
9928,AGAR-MALWA COLLECTORATE,12100,AGM(COMPLAINT SECTION)COLL
9928,AGAR-MALWA COLLECTORATE,12099,AGM(COURT SECTION)COLL
9928,AGAR-MALWA COLLECTORATE,15316,AGM(DHARMASVA)COLL
9928,AGAR-MALWA COLLECTORATE,12104,AGM(ELECTION SECTION)COLL
9928,AGAR-MALWA COLLECTORATE,12002,AGM(ESTABLISHMENT SECTION)COLL
9928,AGAR-MALWA COLLECTORATE,13771,AGM(GOVT POLYTECHNIC COLLEGE)COLL
9928,AGAR-MALWA COLLECTORATE,15315,AGM(INSTITUTIONAL FIANANCE)COLL
9928,AGAR-MALWA COLLECTORATE,15317,AGM(JANSUNWAI)COLL
9928,AGAR-MALWA COLLECTORATE,15313,AGM (LAND ACQUISITION)COLL
9928,AGAR-MALWA COLLECTORATE,15311,AGM(LAW SECTION)COLL
9928,AGAR-MALWA COLLECTORATE,15314,AGM(LOCAL ELECTION)COLL
9928,AGAR-MALWA COLLECTORATE,12005,AGM(NAKAL SECTION)COLL
9928,AGAR-MALWA COLLECTORATE,12006,AGM(NAZARAT SECTION)COLL
9928,AGAR-MALWA COLLECTORATE,11830,AGM(O/o Additional Collector)
9928,AGAR-MALWA COLLECTORATE,13707,AGM(O/o AGRICULTURE)COLL
9928,AGAR-MALWA COLLECTORATE,13715,AGM(O/o ANIMAL HUSBANDRY)COLL
9928,AGAR-MALWA COLLECTORATE,13714,AGM(O/o BACKWARD CLASS AND MINORITY WELFARE)COLL
9928,AGAR-MALWA COLLECTORATE,13703,AGM(O/o CHIEF MEDICAL HEALTH OFFICE)COLL
9928,AGAR-MALWA COLLECTORATE,8843,AGM(O/o COLLECTOR)COLL
9928,AGAR-MALWA COLLECTORATE,8854,AGM(O/o DEPUTY COLLECTOR)COLL
9928,AGAR-MALWA COLLECTORATE,18505,AGM(O/o DISTRICT ANTYAVASAYI SAHKARI VIKAS SAMITI )Coll
9928,AGAR-MALWA COLLECTORATE,13704,AGM(O/o DISTRICT EDUCATION OFFICE)COLL
9928,AGAR-MALWA COLLECTORATE,13785,AGM(O/o DISTRICT e-GOVERNANCE SOCIETY)COLL
9928,AGAR-MALWA COLLECTORATE,15814,AGM(O/o District Employement)COLL
9928,AGAR-MALWA COLLECTORATE,15815,AGM(O/oDUDA)COLL
9928,AGAR-MALWA COLLECTORATE,14540,AGM(O/oExcise)Coll
9928,AGAR-MALWA COLLECTORATE,13710,AGM(O/o FISHERIES)COLL
9928,AGAR-MALWA COLLECTORATE,8840,AGM(O/o FOOD)COLL
9928,AGAR-MALWA COLLECTORATE,13713,AGM(O/o HORTICULTURE)COLL
9928,AGAR-MALWA COLLECTORATE,13709,AGM(O/o INDUSTRIES)COLL
9928,AGAR-MALWA COLLECTORATE,8841,AGM(O/o JOINT COLLECTOR)COLL
9928,AGAR-MALWA COLLECTORATE,13712,AGM(O/o LABOUR)COLL
9928,AGAR-MALWA COLLECTORATE,13780,AGM(O/o MINERAL RESOURCES DEPARTMENT)COLL
9928,AGAR-MALWA COLLECTORATE,8790,AGM(O/o NIC)
9928,AGAR-MALWA COLLECTORATE,14542,AGM(O/oNRLM)COLL
9928,AGAR-MALWA COLLECTORATE,8839,AGM(O/o OFFICE SUPERINTENDENT)COLL
9928,AGAR-MALWA COLLECTORATE,13598,AGM(O/o PENSION)COLL
9928,AGAR-MALWA COLLECTORATE,13702,AGM(O/o PLANNING ECONOMICS AND STATISTICS)COLL
9928,AGAR-MALWA COLLECTORATE,13781,AGM(O/o PUBLIC HEALTH ENGINEERING)COLL
9928,AGAR-MALWA COLLECTORATE,13786,AGM(O/o Public Relation)
9928,AGAR-MALWA COLLECTORATE,13773,AGM(O/o PUBLIC SERVICE MANAGEMENT)COLL
9928,AGAR-MALWA COLLECTORATE,13708,AGM(O/o PWD)COLL
9928,AGAR-MALWA COLLECTORATE,13775,AGM(O/o REGISTRAR COOPERATIVE SOCIETIES)COLL
9928,AGAR-MALWA COLLECTORATE,17177,AGM(O/o Rural Engineering Service )COLL
9928,AGAR-MALWA COLLECTORATE,13790,AGM(O/oSDM-AGAR)COLL
9928,AGAR-MALWA COLLECTORATE,13791,AGM(O/oSDM-SUSNER)COLL
9928,AGAR-MALWA COLLECTORATE,13770,AGM(O/o SOCIAL JUSTICE AND DISABLED PERSONS WELFARE)COLL
9928,AGAR-MALWA COLLECTORATE,8842,AGM(O/o SUPERINTENDENT LAND RECORDS)COLL
9928,AGAR-MALWA COLLECTORATE,16855,AGM(O/o Tehsil-Agar)COLL
9928,AGAR-MALWA COLLECTORATE,16856,AGM(O/oTehsil-Barod)COLL
9928,AGAR-MALWA COLLECTORATE,16858,AGM(O/oTehsil-Nalkheda)COLL
9928,AGAR-MALWA COLLECTORATE,16857,AGM(O/oTehsil-Susner)COLL
9928,AGAR-MALWA COLLECTORATE,13782,AGM(O/o TRANSPORT)COLL
9928,AGAR-MALWA COLLECTORATE,13701,AGM(O/o TRIBAL)COLL
9928,AGAR-MALWA COLLECTORATE,13776,AGM(O/o WOMAN CHILD DEVELOPMENT)COLL
9928,AGAR-MALWA COLLECTORATE,13695,AGM(O/o ZILA PANCHAYAT)COLL
9928,AGAR-MALWA COLLECTORATE,13705,AGM(O/o ZILA SIKSHA KENDRA)COLL
9928,AGAR-MALWA COLLECTORATE,12004,AGM(REVENUE SECTION)COLL
9928,AGAR-MALWA COLLECTORATE,12103,AGM(RTI SECTION)COLL
9928,AGAR-MALWA COLLECTORATE,12109,AGM(SENIOR CLERK SECTION)COLL
9928,AGAR-MALWA COLLECTORATE,15312,AGM(STATISTICAL WORK)COLL
9928,AGAR-MALWA COLLECTORATE,15319,AGM(Time Limit)COLL
9928,AGAR-MALWA COLLECTORATE,12105,AGR(ARMS SECTION)COLL
9928,AGAR-MALWA COLLECTORATE,12107,AGR(RECORD ROOM SECTION)COLL
7360,ALIRAJPUR COLLECTORATE,7955,ALI(O/o COLLECTOR)COLL
7360,ALIRAJPUR COLLECTORATE,16373,ALI(O/o PENSION)COLL
7360,ALIRAJPUR COLLECTORATE,12906,ALIRAJPUR(COMPLAINT)COLL
7360,ALIRAJPUR COLLECTORATE,12909,ALIRAJPUR(ELECTION)COLL
7360,ALIRAJPUR COLLECTORATE,12898,ALIRAJPUR(ESTABLISHMENT)COLL
7360,ALIRAJPUR COLLECTORATE,12902,ALIRAJPUR(NAZARAT)COLL
7360,ALIRAJPUR COLLECTORATE,7365,ALIRAJPUR(O/o ADDITIONAL COLLECTOR)COLL
7360,ALIRAJPUR COLLECTORATE,8020,ALIRAJPUR(O/o ANIMAL HUSBANDRY)COLL
7360,ALIRAJPUR COLLECTORATE,7954,ALIRAJPUR(O/o DEPUTY COLLECTOR)COLL)
7360,ALIRAJPUR COLLECTORATE,7959,ALIRAJPUR(O/oDISTRICT EDUCATION OFFICE)COLL
7360,ALIRAJPUR COLLECTORATE,7956,ALIRAJPUR(O/oe-GOVERNANCE SOCIETY)COLL
7360,ALIRAJPUR COLLECTORATE,7951,ALIRAJPUR(O/o EXCISE)COLL
7360,ALIRAJPUR COLLECTORATE,7361,ALIRAJPUR(O/o FOOD)COLL
7360,ALIRAJPUR COLLECTORATE,7967,ALIRAJPUR(O/o HORTICULTURE)COLL
7360,ALIRAJPUR COLLECTORATE,7965,ALIRAJPUR(O/o LABOUR)COLL
7360,ALIRAJPUR COLLECTORATE,8018,ALIRAJPUR(O/o NIC)COLL
7360,ALIRAJPUR COLLECTORATE,12897,ALIRAJPUR(O/o OFFICE SUPRITENDENT)COLL
7360,ALIRAJPUR COLLECTORATE,7968,ALIRAJPUR(O/o PLANNING ECONOMICS STATISTICS)COLL
7360,ALIRAJPUR COLLECTORATE,12920,ALIRAJPUR(O/o PUBLIC SERVICE MANAGEMENT)COLL
7360,ALIRAJPUR COLLECTORATE,8019,ALIRAJPUR(O/o SOCIAL JUSTICE DISABLED PERSONS WELFARE)COLL
7360,ALIRAJPUR COLLECTORATE,7962,ALIRAJPUR(O/o SUPERINTENDENT LAND RECORDS)COLL
7360,ALIRAJPUR COLLECTORATE,7958,ALIRAJPUR(O/o TRIBAL DEPARTMENT)COLL
7360,ALIRAJPUR COLLECTORATE,12923,ALIRAJPUR(O/o WOMAN CHILD DEVELOPMENT)COLL
7360,ALIRAJPUR COLLECTORATE,7957,ALIRAJPUR(O/o ZILA PANCHAYAT)COLL
7360,ALIRAJPUR COLLECTORATE,7960,ALIRAJPUR(O/o ZILA SHIKSHA KENDRA)COLL
7360,ALIRAJPUR COLLECTORATE,12900,ALIRAJPUR(REVENUE)COLL
7360,ALIRAJPUR COLLECTORATE,12908,ALIRAJPUR(RIGHT TO INFORMATION)COLL
7360,ALIRAJPUR COLLECTORATE,19158,ALI(RELIEF)COLL
79,ANIMAL HUSBANDRY,6042,Animal Husbandry (RECORD CELL)
79,ANIMAL HUSBANDRY,426,ANIMAL-O/o Minister
79,ANIMAL HUSBANDRY,9679,ANIMAL-O/o officer on Special Duty
79,ANIMAL HUSBANDRY,376,ANIMAL-(O/o Principle Secretary)
79,ANIMAL HUSBANDRY,117,ANIMAL-Section-1
9925,ANUPPUR COLLECTORATE,12143,ANP(COMPLAINT SECTION)COLL
9925,ANUPPUR COLLECTORATE,12142,ANP(COURT SECTION)COLL
9925,ANUPPUR COLLECTORATE,12145,ANP(ELECTION SECTION)COLL
9925,ANUPPUR COLLECTORATE,12136,ANP(ESTABLISHMENT SECTION)COLL
9925,ANUPPUR COLLECTORATE,12425,ANP(LAND ACQUISITION)COLL
9925,ANUPPUR COLLECTORATE,12137,ANP(NAKAL SECTION)COLL
9925,ANUPPUR COLLECTORATE,12138,ANP(NAZARAT SECTION)COLL
9925,ANUPPUR COLLECTORATE,12128,ANP(O/o ADDITIONAL COLLECTOR)COLL
9925,ANUPPUR COLLECTORATE,12129,ANP(O/o ADDITIONAL DISTRICT MAGISTRATE)COLL
9925,ANUPPUR COLLECTORATE,13240,ANP(O/o AGRICULTURE)COLL
9925,ANUPPUR COLLECTORATE,13542,ANP(O/o ANIMAL HUSBANDRY)COLL
9925,ANUPPUR COLLECTORATE,17154,ANP(O/o ATMA)COLL
9925,ANUPPUR COLLECTORATE,8511,ANP(O/o AYUSH)COLL
9925,ANUPPUR COLLECTORATE,12601,ANP(O/o BACKWARD CLASS AND MINORITY WELFARE)COLL
9925,ANUPPUR COLLECTORATE,14947,ANP(O/o CHIEF MEDICAL & HEALTH OFFICER)COLL
9925,ANUPPUR COLLECTORATE,14948,ANP(O/o CIVIL SURGEON)COLL
9925,ANUPPUR COLLECTORATE,17395,ANP(O/o COMMERCIAL TAX)COLL
9925,ANUPPUR COLLECTORATE,13570,ANP(O/o DISTRICT EDUCATION OFFICE)COLL
9925,ANUPPUR COLLECTORATE,12648,ANP(O/o DISTRICT e-GOVERNANCE SOCIETY)COLL
9925,ANUPPUR COLLECTORATE,14446,ANP(O/o DISTRICT FOREST OFFICE)COLL
9925,ANUPPUR COLLECTORATE,13571,ANP(O/o DISTRICT INSTITUTE EDUCATION AND TRAINING)COLL
9925,ANUPPUR COLLECTORATE,14447,ANP(O/o DISTRICT PENSION OFFICE)COLL
9925,ANUPPUR COLLECTORATE,14056,ANP(O/o DISTRICT SKILL DEVELOPMENT)COLL
9925,ANUPPUR COLLECTORATE,14445,ANP(O/o DISTRICT SPORTS AND YOUTH WELFARE)COLL
9925,ANUPPUR COLLECTORATE,13572,ANP(O/o DISTRICT TECHNICAL EDUCATION)COLL
9925,ANUPPUR COLLECTORATE,14543,ANP(O/o DUDA)COLL
9925,ANUPPUR COLLECTORATE,13237,ANP(O/o EXCISE)COLL
9925,ANUPPUR COLLECTORATE,13574,ANP(O/o FISHERIES)COLL
9925,ANUPPUR COLLECTORATE,12968,ANP(O/o FOOD)COLL
9925,ANUPPUR COLLECTORATE,13541,ANP(O/o HORTICULTURE)COLL
9925,ANUPPUR COLLECTORATE,13242,ANP(O/o INDUSTRIES)COLL
9925,ANUPPUR COLLECTORATE,16274,ANP(O/o JOINT COLLECTOR)COLL
9925,ANUPPUR COLLECTORATE,13540,ANP(O/o LABOUR)COLL
9925,ANUPPUR COLLECTORATE,17105,ANP(O/o MANDI BOARD)COLL
9925,ANUPPUR COLLECTORATE,13568,ANP(O/o MINERAL RESOURCES DEPARTMENT)COLL
9925,ANUPPUR COLLECTORATE,17354,ANP(O/o MP STATE CIVIL SUPPLIES CORPORATION)COLL
9925,ANUPPUR COLLECTORATE,12598,ANP(O/o NIC OFFICE)COLL
9925,ANUPPUR COLLECTORATE,12133,ANP(O/o OFFICE SUPRITENDENT)COLL
9925,ANUPPUR COLLECTORATE,13241,ANP(O/o PLANNING ECONOMICS AND STATISTICS)COLL
9925,ANUPPUR COLLECTORATE,13239,ANP(O/o PUBLIC HEALTHAND ENGINEERING)COLL
9925,ANUPPUR COLLECTORATE,16301,ANP(O/o PUBLIC PROSECUTION OFFICE)COLL
9925,ANUPPUR COLLECTORATE,14057,ANP(O/o PUBLIC RELATION OFFICE)COLL
9925,ANUPPUR COLLECTORATE,12646,ANP(O/o PUBLIC SERVICE MANAGEMENT)COLL
9925,ANUPPUR COLLECTORATE,13567,ANP(O/o PUBLIC WORK DEPARTMENT)COLL
9925,ANUPPUR COLLECTORATE,14847,ANP(O/o PUBLIC WORK DEPARTMENT-PIU)COLL
9925,ANUPPUR COLLECTORATE,13243,ANP(O/o REGISTRAR COOPERATIVE SOCIETIES)COLL
9925,ANUPPUR COLLECTORATE,13539,ANP(O/o SOCIAL JUSTICS DISABLED PERSONS WELFARE)COLL
9925,ANUPPUR COLLECTORATE,13537,ANP(O/o SUPRINTENDENT LAND RECORDS)COLL
9925,ANUPPUR COLLECTORATE,16302,ANP(O/o TOWN AND COUNTRY PLANNING)COLL
9925,ANUPPUR COLLECTORATE,13573,ANP(O/o TRANSPORT)COLL
9925,ANUPPUR COLLECTORATE,8791,ANP(O/o TREASURIES AND ACCOUNTS)COLL
9925,ANUPPUR COLLECTORATE,13569,ANP(O/o TRIBAL)COLL
9925,ANUPPUR COLLECTORATE,17353,ANP(O/o WAREHOUSING CORPORATION)COLL
9925,ANUPPUR COLLECTORATE,13238,ANP(O/o WATER RESOURCE DEPARTMENT)COLL
9925,ANUPPUR COLLECTORATE,13538,ANP(O/o WOMAN CHILD DEVELOPMENT)COLL
9925,ANUPPUR COLLECTORATE,12649,ANP(O/o ZILA PANCHAYAT)COLL
9925,ANUPPUR COLLECTORATE,12969,ANP(O/o ZILA SIKSHA KENDRA)COLL
9925,ANUPPUR COLLECTORATE,12147,ANP(RECORD ROOM SECTION)COLL
9925,ANUPPUR COLLECTORATE,12424,ANP(RELIFE SECTION)COLL
9925,ANUPPUR COLLECTORATE,12135,ANP(REVENUE SECTION)COLL
9925,ANUPPUR COLLECTORATE,12141,ANP(RTI SECTION)COLL
9925,ANUPPUR COLLECTORATE,12149,ANP(SENIOR CLERK SECTION)COLL
9925,ANUPPUR COLLECTORATE,9926,ANUPPUR(O/o COLLECTOR)COLL
9925,ANUPPUR COLLECTORATE,17057,TEHSIL(O/o NAIB TEHSILDAR)AMARKANTAK-PUSHPRAJGARH-ANUPPUR
9925,ANUPPUR COLLECTORATE,17058,TEHSIL(O/o NAIB TEHSILDAR)BIJURI-KOTMA-ANUPPUR
9925,ANUPPUR COLLECTORATE,16641,TEHSIL(O/o NAIB TEHSILDAR)DAMHEDI-PUSHPRAJGARH-ANUPPUR
9925,ANUPPUR COLLECTORATE,17059,TEHSIL(O/o NAIB TEHSILDAR)FUNGA-ANUPPUR-ANUPPUR
9925,ANUPPUR COLLECTORATE,17464,TEHSIL(O/o NAIB TEHSILDAR)PASAN-ANUPPUR-ANUPPUR
9925,ANUPPUR COLLECTORATE,14985,TEHSIL(O/o SUB DIVISIONAL MAGISTRATE)ANUPPUR
9925,ANUPPUR COLLECTORATE,14982,TEHSIL(O/o SUB DIVISIONAL MAGISTRATE)JAITHARI-ANUPPUR
9925,ANUPPUR COLLECTORATE,14983,TEHSIL(O/o SUB DIVISIONAL MAGISTRATE)KOTMA-ANUPPUR
9925,ANUPPUR COLLECTORATE,14984,TEHSIL(O/o SUB DIVISIONAL MAGISTRATE)PUSHPRAJGARH-ANUPPUR
6127,ASHOKNAGAR COLLECTORATE,14681,ANR(LAND ACQUISITION)COLL
6127,ASHOKNAGAR COLLECTORATE,14686,ANR(O/o AGRICULTURE)COLL
6127,ASHOKNAGAR COLLECTORATE,14473,ANR(O/o ANIMAL HUSBANDRY)COLL
6127,ASHOKNAGAR COLLECTORATE,14874,ANR(O/o BACKWARD CLASS AND MINORITY WELFARE)COLL
6127,ASHOKNAGAR COLLECTORATE,14472,ANR(O/o CHIEF MEDICAL HEALTH OFFICE)COLL
6127,ASHOKNAGAR COLLECTORATE,14940,ANR(O/o CIVIL SURGEON)COLL
6127,ASHOKNAGAR COLLECTORATE,15121,ANR(O/o DISTRICT COTTAGE AND RURAL INDUSTRY)COLL
6127,ASHOKNAGAR COLLECTORATE,14486,ANR(O/o DISTRICT EDUCATION OFFICE)COLL
6127,ASHOKNAGAR COLLECTORATE,14464,ANR(O/o DISTRICT e-GOVERNANCE SOCIETY)COLL
6127,ASHOKNAGAR COLLECTORATE,14460,ANR(O/o DISTRICT PENSION OFFICE)COLL
6127,ASHOKNAGAR COLLECTORATE,17512,ANR(O/o DISTRICT PROSECUTION OFFICE)COLL
6127,ASHOKNAGAR COLLECTORATE,14582,ANR(O/o DISTRICT SPORTS AND YOUTH WELFARE)COLL
6127,ASHOKNAGAR COLLECTORATE,14944,ANR(O/o DUDA)COLL
6127,ASHOKNAGAR COLLECTORATE,14687,ANR(O/o EXCISE)COLL
6127,ASHOKNAGAR COLLECTORATE,14689,ANR(O/o FISHERIES)COLL
6127,ASHOKNAGAR COLLECTORATE,14469,ANR(O/o FOOD)COLL
6127,ASHOKNAGAR COLLECTORATE,17699,ANR(O/o GOVERNMENT POLYTECHNIC COLLEGE)COLL
6127,ASHOKNAGAR COLLECTORATE,14635,ANR(O/o HORTICULTURE)COLL
6127,ASHOKNAGAR COLLECTORATE,14584,ANR(O/o IGRS)COLL
6127,ASHOKNAGAR COLLECTORATE,14485,ANR(O/o INDUSTRIES)COLL
6127,ASHOKNAGAR COLLECTORATE,14581,ANR(O/o LABOUR)COLL
6127,ASHOKNAGAR COLLECTORATE,14871,ANR(O/o MINERAL RESOURCES DEPARTMENT)COLL
6127,ASHOKNAGAR COLLECTORATE,16548,ANR(O/o MP STATE CIVIL SUPPLIES CORPORATION)COLL
6127,ASHOKNAGAR COLLECTORATE,14886,ANR(O/o PANCHAYAT & RURAL DEVELOPMENT)COLL
6127,ASHOKNAGAR COLLECTORATE,13331,ANR(O/o PLANNING ECONOMICS AND STATISTICS)COLL
6127,ASHOKNAGAR COLLECTORATE,15411,ANR(O/o PUBLIC HEALTH ENGINEERING)COLL
6127,ASHOKNAGAR COLLECTORATE,14484,ANR(O/o PUBLIC WORK DEPARTMENT)COLL
6127,ASHOKNAGAR COLLECTORATE,14690,ANR(O/o REGISTRAR COOPERATIVE SOCIETIES)COLL
6127,ASHOKNAGAR COLLECTORATE,15482,ANR(O/o RURAL ENGINEERING SERVICE)COLL
6127,ASHOKNAGAR COLLECTORATE,14688,ANR(O/o SOCIAL JUSTICE AND DISABLED PERSONS WELFARE)COLL
6127,ASHOKNAGAR COLLECTORATE,14885,ANR(O/o TRANSPORT)COLL
6127,ASHOKNAGAR COLLECTORATE,14636,ANR(O/o TRIBAL)COLL
6127,ASHOKNAGAR COLLECTORATE,14945,ANR(O/o URBAN ADMINISTRATION AND DEVELOPMENT)COLL
6127,ASHOKNAGAR COLLECTORATE,14583,ANR(O/o WATER RESOURCE DEPARTMENT)COLL
6127,ASHOKNAGAR COLLECTORATE,14483,ANR(O/o WOMAN CHILD DEVELOPMENT)COLL
6127,ASHOKNAGAR COLLECTORATE,14872,ANR(O/o ZILA PANCHAYAT)COLL
6127,ASHOKNAGAR COLLECTORATE,14873,ANR(O/o ZILA SIKSHA KENDRA)COLL
6127,ASHOKNAGAR COLLECTORATE,14680,ANR(RELIEF SECTION)COLL
6127,ASHOKNAGAR COLLECTORATE,6140,ASHOKNAGAR(ARMS)COLL
6127,ASHOKNAGAR COLLECTORATE,6575,ASHOKNAGAR(CENTRAL REGISTRATION UNIT)COLL
6127,ASHOKNAGAR COLLECTORATE,6137,ASHOKNAGAR(COMPLAINT)COLL
6127,ASHOKNAGAR COLLECTORATE,6568,ASHOKNAGAR(COURT)COLL
6127,ASHOKNAGAR COLLECTORATE,6135,ASHOKNAGAR(ESTABLISHMENT)COLL
6127,ASHOKNAGAR COLLECTORATE,6136,ASHOKNAGAR(FINANCE)COLL
6127,ASHOKNAGAR COLLECTORATE,6571,ASHOKNAGAR(LOCAL ELECTION)COLL
6127,ASHOKNAGAR COLLECTORATE,6564,ASHOKNAGAR(NAKAL)COLL
6127,ASHOKNAGAR COLLECTORATE,6129,ASHOKNAGAR(O/o ADDITIONAL DISTRICT MAGISTRATE)COLL
6127,ASHOKNAGAR COLLECTORATE,8497,ASHOKNAGAR(O/o AYUSH)COLL
6127,ASHOKNAGAR COLLECTORATE,6128,ASHOKNAGAR(O/o COLLECTOR)COLL
6127,ASHOKNAGAR COLLECTORATE,6130,ASHOKNAGAR(O/o DEPUTY COLLECTOR)COLL
6127,ASHOKNAGAR COLLECTORATE,6562,ASHOKNAGAR(O/o JOINT COLLECTOR)COLL
6127,ASHOKNAGAR COLLECTORATE,7290,ASHOKNAGAR(O/o NIC OFFICE)COLL
6127,ASHOKNAGAR COLLECTORATE,6134,ASHOKNAGAR(O/o OFFICE SUPRITENDENT)COLL
6127,ASHOKNAGAR COLLECTORATE,7367,ASHOKNAGAR(O/o PUBLIC SERVICE MANAGEMENT)COLL
6127,ASHOKNAGAR COLLECTORATE,7072,ASHOKNAGAR(O/o SUPERINTENDENT LAND RECORDS)COLL
6127,ASHOKNAGAR COLLECTORATE,7268,ASHOKNAGAR(O/o TREASURIES AND ACCOUNTS)COLL
6127,ASHOKNAGAR COLLECTORATE,6139,ASHOKNAGAR(REVENUE)COLL
6127,ASHOKNAGAR COLLECTORATE,6138,ASHOKNAGAR(SENIOR CLERK SECTION)COLL
6127,ASHOKNAGAR COLLECTORATE,7272,DTA (Section-1)
6127,ASHOKNAGAR COLLECTORATE,7075,SLR(Section-1)
6127,ASHOKNAGAR COLLECTORATE,7624,TEHSIL(O/o NAIB TEHSILDAR)BAHADURPUR-ASHOKNAGAR
6127,ASHOKNAGAR COLLECTORATE,7614,TEHSIL(O/o SDM)MUNGAOLI-ASHOKNAGAR
6127,ASHOKNAGAR COLLECTORATE,7607,TEHSIL(O/o TEHSILDAR)ISAGARH-ASHOKNAGAR
6127,ASHOKNAGAR COLLECTORATE,7610,TEHSIL(WASIL BAQI NAWIS)ISAGARH-ASHOKNAGAR
6127,ASHOKNAGAR COLLECTORATE,7618,TEHSIL(WASIL BAQI NAWIS)MUNGAOLI-ASHOKNAGAR
18,Aviation,467,Aviation(Section 1)
15348,AYURVEDIC AND UNANI SYSTEMS OF MEDICINE AND NATUROPATHY,15351,MPAUSMN(ESTABLISMENT)
15348,AYURVEDIC AND UNANI SYSTEMS OF MEDICINE AND NATUROPATHY,15356,MPAUSMN(PURCHASE)
219,AYUSH,1839,AYUSH-O/o Additional Secretary
219,AYUSH,253,AYUSH-O/o Deputy Secretary
219,AYUSH,431,AYUSH-O/o Minister
219,AYUSH,254,AYUSH-O/o Principle Secretary
219,AYUSH,220,AYUSH-(Section-1)
219,AYUSH,221,AYUSH-Section-2
1100,AYUSHMAN BHARAT,1101,Administration
1100,AYUSHMAN BHARAT,15394,AYU.BHT(BHOPAL-1)
1100,AYUSHMAN BHARAT,15323,AYU.BHT(GWALIOR DIVISION)
1100,AYUSHMAN BHARAT,15325,AYU.BHT(INDORE DIVISION)
1100,AYUSHMAN BHARAT,15324,AYU.BHT(JABALPUR DIVISION)
